Year;Month;day;hour;Flow (m³/s);Temp (C);ET (mm/day);Prec (mm/h)
97;7;29;19;0.223;17.9;4.089;0
97;7;29;20;0.223;16.31;4.089;0.00952381
97;7;29;21;0.223;15.71;4.089;0.022222222
97;7;29;22;0.223;15.63;4.089;0.136507937
97;7;29;23;0.223;15.62;4.498;0.234920635
97;7;30;0;0.22425;12.09;4.498;2.203174603
97;7;30;1;0.228;16.24;4.498;0.911111111
97;7;30;2;0.228;14.72;4.498;0.057142857
97;7;30;3;0.228;14.26;3.629;0.006349206
97;7;30;4;0.228;12.9;3.629;0.003174603
97;7;30;5;0.231;12.4;3.629;0.003174603
97;7;30;6;0.23525;14.47;3.629;0.003174603
97;7;30;7;0.24025;16.71;3.629;0
97;7;30;8;0.244;17.87;3.629;0
97;7;30;9;0.23525;18.86;3.629;0.003174603
97;7;30;10;0.239;19.68;4.498;0
97;7;30;11;0.2455;19.33;4.498;0.022222222
97;7;30;12;0.25125;20.66;4.498;0
97;7;30;13;0.255;20.16;4.498;0.003174603
97;7;30;14;0.25;18.92;4.498;0.006349206
97;7;30;15;0.247;19.08;4.498;0.00952381
97;7;30;16;0.244;18.99;4.498;0.003174603
97;7;30;17;0.244;18.76;4.498;0.003174603
97;7;30;18;0.2415;17.69;4.498;0.00952381
97;7;30;19;0.239;15.5;4.498;0.022222222
97;7;30;20;0.239;13.85;4.498;0.003174603
97;7;30;21;0.239;12.85;4.498;0
97;7;30;22;0.239;11.68;4.498;0.003174603
97;7;30;23;0.239;12.14;3.629;0.003174603
97;7;31;0;0.239;15.01;3.629;0.006349206
97;7;31;1;0.23525;12.94;3.629;0
97;7;31;2;0.234;13.08;3.629;0.006349206
97;7;31;3;0.234;13.15;1.801;0.003174603
97;7;31;4;0.2295;13.35;1.801;0.003174603
97;7;31;5;0.228;13.66;1.801;0.006349206
97;7;31;6;0.228;14.41;1.801;0.003174603
97;7;31;7;0.22675;15.41;1.801;0
97;7;31;8;0.228;15.95;1.801;0
97;7;31;9;0.22425;15.59;1.801;0
97;7;31;10;0.223;15.52;3.629;0
97;7;31;11;0.21925;16.87;3.629;0.006349206
97;7;31;12;0.21675;17.24;3.629;0.003174603
97;7;31;13;0.2155;18.55;3.629;0.003174603
97;7;31;14;0.213;18.02;3.629;0
97;7;31;15;0.213;16.91;3.629;0.00952381
97;7;31;16;0.213;18.02;3.629;0.003174603
97;7;31;17;0.21925;16.99;3.629;0.003174603
97;7;31;18;0.223;17.26;3.629;0.012698413
97;7;31;19;0.2205;16.33;3.629;0
97;7;31;20;0.2155;15.68;3.629;0
97;7;31;21;0.213;15.47;3.629;0
97;7;31;22;0.213;15.1;3.629;0
97;7;31;23;0.213;14.62;1.801;0
97;8;1;0;0.213;16.96;4.42;0
97;8;1;1;0.2155;14.71;4.721;0
97;8;1;2;0.218;15.42;1.696;0
97;8;1;3;0.218;15.85;1.341;0.003174603
97;8;1;4;0.218;15.65;3.013;0.006349206
97;8;1;5;0.21425;15.99;3.179;0.00952381
97;8;1;6;0.213;16.29;0;0
97;8;1;7;0.218;16.67;3.955;0
97;8;1;8;0.218;17.52;3.024;0.006349206
97;8;1;9;0.218;18.12;3.453;0
97;8;1;10;0.218;13.29;4.721;0
97;8;1;11;0.218;19.6;4.721;0.003174603
97;8;1;12;0.218;19.28;4.721;0.006349206
97;8;1;13;0.218;19.21;1.696;0.006349206
97;8;1;14;0.218;18.89;1.696;0.003174603
97;8;1;15;0.218;18.48;1.696;0.003174603
97;8;1;16;0.218;18.72;1.696;0.003174603
97;8;1;17;0.218;19.11;1.696;0.00952381
97;8;1;18;0.218;20.79;1.696;0
97;8;1;19;0.22175;23.76;1.696;0.003174603
97;8;1;20;0.223;15.28;1.696;0
97;8;1;21;0.223;13.02;1.696;0
97;8;1;22;0.223;12.53;1.696;0
97;8;1;23;0.223;13;1.341;0
97;8;2;0;0.223;12.69;3.482;0
97;8;2;1;0.223;17.03;12.57;0.003174603
97;8;2;2;0.223;16.76;1.641;0.003174603
97;8;2;3;0.223;16.32;2.96;0
97;8;2;4;0.223;15.31;1.88;0.00952381
97;8;2;5;0.223;13.76;4.232;0
97;8;2;6;0.223;15.76;3.09;0
97;8;2;7;0.223;17.96;3.094;0.006349206
97;8;2;8;0.223;19.28;0;0
97;8;2;9;0.22175;20.25;2.056;0.003174603
97;8;2;10;0.218;18.87;12.57;0
97;8;2;11;0.21675;17.4;12.57;0
97;8;2;12;0.213;17.61;12.57;0.015873016
97;8;2;13;0.213;17.53;1.641;0.158730159
97;8;2;14;0.213;17.52;1.641;0.015873016
97;8;2;15;0.21175;17.53;1.641;0.063492063
97;8;2;16;0.208;18.06;1.641;0.00952381
97;8;2;17;0.208;18.95;1.641;0.006349206
97;8;2;18;0.208;20.47;1.641;0
97;8;2;19;0.208;22.62;1.641;0
97;8;2;20;0.208;19.26;1.641;0
97;8;2;21;0.208;18.93;1.641;0.006349206
97;8;2;22;0.208;19.1;1.641;0.006349206
97;8;2;23;0.208;18.64;2.96;0
97;8;3;0;0.208;15.7;2.456;0
97;8;3;1;0.208;12.65;2.326;0
97;8;3;2;0.208;12.41;0;0
97;8;3;3;0.208;12.74;0.801;0
97;8;3;4;0.208;12.74;0.801;0
97;8;3;5;0.208;12.84;0.801;0.006349206
97;8;3;6;0.208;13.73;0.801;0.066666667
97;8;3;7;0.208;14.15;0.801;0.273015873
97;8;3;8;0.208;14.32;0.801;0.625396825
97;8;3;9;0.2105;14.28;0.801;0.917460317
97;8;3;10;0.213;14.91;2.326;0.866666667
97;8;3;11;0.2155;15.18;2.326;1.4
97;8;3;12;0.22175;15.4;2.326;1.533333333
97;8;3;13;0.223;15.6;0;0.619047619
97;8;3;14;0.22675;15.88;0;0.987301587
97;8;3;15;0.2325;16.29;0;1.047619048
97;8;3;16;0.23775;16.9;0;0.247619048
97;8;3;17;0.24975;17.57;0;3.066666667
97;8;3;18;0.293;17.95;0;4.758730159
97;8;3;19;0.3195;18.24;0;1.885714286
97;8;3;20;0.336;15.48;0;0.780952381
97;8;3;21;0.37925;15.3;0;1.73015873
97;8;3;22;0.4375;15.56;0;0.714285714
97;8;3;23;0.5095;15.74;0.801;0.203174603
97;8;4;0;0.54475;16.58;0.801;0.038095238
97;8;4;1;0.624;15.83;0.801;0.031746032
97;8;4;2;0.752;19.08;0.801;0.031746032
97;8;4;3;0.85675;16.83;1.977;0.019047619
97;8;4;4;0.94675;15.22;1.977;0.015873016
97;8;4;5;1.051;15.19;1.977;0.028571429
97;8;4;6;1.24025;15.47;1.977;0.079365079
97;8;4;7;1.3495;15.62;1.977;0.177777778
97;8;4;8;1.252;16.27;1.977;0.403174603
97;8;4;9;1.03825;16.69;1.977;0.419047619
97;8;4;10;0.86325;17.14;0.801;0.771428571
97;8;4;11;0.774;17.09;0.801;1.80952381
97;8;4;12;0.722;17.52;0.801;0.841269841
97;8;4;13;0.673;18.49;0.801;0.168253968
97;8;4;14;0.63675;20.21;0.801;0
97;8;4;15;0.603;19.53;0.801;0.003174603
97;8;4;16;0.57875;20.7;0.801;0
97;8;4;17;0.56275;20.46;0.801;0
97;8;4;18;0.54975;19.75;0.801;0.006349206
97;8;4;19;0.5375;19.08;0.801;0
97;8;4;20;0.52875;18.24;0.801;0
97;8;4;21;0.51475;18.03;0.801;0
97;8;4;22;0.50425;17.47;0.801;0.003174603
97;8;4;23;0.5835;16.83;1.977;0.00952381
97;8;5;0;0.69825;16.02;1.977;0.012698413
97;8;5;1;0.714;16.54;1.977;0.053968254
97;8;5;2;0.6825;16.05;1.977;0.012698413
97;8;5;3;0.63875;16.28;1.06;0.044444444
97;8;5;4;0.603;16.13;1.06;0.006349206
97;8;5;5;0.56625;16.3;1.06;0.19047619
97;8;5;6;0.5375;16.6;1.06;0.936507937
97;8;5;7;0.5235;16.58;1.06;1.447619048
97;8;5;8;0.5235;16.57;1.06;5.492063492
97;8;5;9;0.53925;16.29;1.06;3.657142857
97;8;5;10;0.53225;16.83;1.977;2.653968254
97;8;5;11;0.5665;16.85;1.977;0.644444444
97;8;5;12;0.5865;18.11;1.977;0.542857143
97;8;5;13;0.7645;19.23;1.977;0.158730159
97;8;5;14;1.79225;18.95;1.977;0.758730159
97;8;5;15;2.40275;18.14;1.977;0.549206349
97;8;5;16;2.58;17.79;1.977;0.650793651
97;8;5;17;2.72475;17.97;1.977;0.079365079
97;8;5;18;3.8435;17.96;1.977;0.168253968
97;8;5;19;6.059;17.65;1.977;0.082539683
97;8;5;20;6.40525;17.24;1.977;0.317460317
97;8;5;21;5.73675;17.59;1.977;0.704761905
97;8;5;22;4.87225;16.84;1.977;0.907936508
97;8;5;23;4.07875;16.2;1.06;1.479365079
97;8;6;0;3.4905;17.8;1.06;2.634920635
97;8;6;1;3.15675;15.47;1.06;4.46984127
97;8;6;2;3.2975;15.46;1.06;0.815873016
97;8;6;3;3.07425;15.24;0.883;1.355555556
97;8;6;4;2.68975;14.84;0.883;0.942857143
97;8;6;5;2.637;14.9;0.883;0.358730159
97;8;6;6;3.0515;15.24;0.883;0.853968254
97;8;6;7;3.912;15.58;0.883;3.949206349
97;8;6;8;8.28975;15.69;0.883;5.933333333
97;8;6;9;13.16825;16.18;0.883;1.177777778
97;8;6;10;14.67725;16.69;1.06;1.438095238
97;8;6;11;15.1875;17.28;1.06;0.873015873
97;8;6;12;15.61925;17.87;1.06;0.793650794
97;8;6;13;16.46625;18.87;1.06;0.098412698
97;8;6;14;18.679;19.5;1.06;0.038095238
97;8;6;15;21.26975;20.41;1.06;0.015873016
97;8;6;16;22.53075;21.7;1.06;0
97;8;6;17;22.2625;21.22;1.06;0.479365079
97;8;6;18;21.0255;19.62;1.06;0.212698413
97;8;6;19;19.78075;19.08;1.06;0.066666667
97;8;6;20;17.95675;19.04;1.06;0.003174603
97;8;6;21;16.048;18.78;1.06;0.015873016
97;8;6;22;14.6335;18.46;1.06;0.079365079
97;8;6;23;13.452;17.96;0.883;0.006349206
97;8;7;0;12.2265;17.61;0.883;0.003174603
97;8;7;1;11.07975;17.55;0.883;0.015873016
97;8;7;2;10.1115;17.32;0.883;0.003174603
97;8;7;3;9.34275;17.29;2.252;0
97;8;7;4;8.67;17.31;2.252;0
97;8;7;5;8.0545;17.32;2.252;0.003174603
97;8;7;6;7.5025;17.34;2.252;0.003174603
97;8;7;7;7.0125;17.87;2.252;0.015873016
97;8;7;8;6.54275;18.58;2.252;0.003174603
97;8;7;9;6.09875;18.4;2.252;0.015873016
97;8;7;10;5.724;18.55;0.883;0.00952381
97;8;7;11;5.38125;20.35;0.883;0.019047619
97;8;7;12;5.02625;23.16;0.883;0
97;8;7;13;4.61475;23.68;0.883;0.003174603
97;8;7;14;4.33875;24.34;0.883;0
97;8;7;15;4.11375;24.52;0.883;0.120634921
97;8;7;16;3.67575;22.14;0.883;0.057142857
97;8;7;17;3.09725;22.22;0.883;0.022222222
97;8;7;18;3.0765;22.15;0.883;0
97;8;7;19;3.13575;20.77;0.883;0
97;8;7;20;3.058;19.36;0.883;0
97;8;7;21;3.09175;18.68;0.883;0
97;8;7;22;3.097;18.86;0.883;0.00952381
97;8;7;23;2.74275;18.22;2.252;0.00952381
97;8;8;0;2.41725;16.61;2.252;0
97;8;8;1;2.202;17.76;2.252;0.003174603
97;8;8;2;2.05;16.61;2.252;0
97;8;8;3;1.92825;15.44;4.397;0.006349206
97;8;8;4;1.82875;14.83;4.397;0.00952381
97;8;8;5;1.75125;13.87;4.397;0.006349206
97;8;8;6;1.641;15.23;4.397;0.006349206
97;8;8;7;1.55725;16.69;4.397;0
97;8;8;8;1.4825;19.79;4.397;0.012698413
97;8;8;9;1.4095;22.49;4.397;0
97;8;8;10;1.33475;25;2.252;0
97;8;8;11;1.2615;25.88;2.252;0
97;8;8;12;1.204;26.77;2.252;0.003174603
97;8;8;13;1.15;27.29;2.252;0
97;8;8;14;1.1105;27.87;2.252;0
97;8;8;15;1.0555;28.22;2.252;0
97;8;8;16;1.0125;26.93;2.252;0
97;8;8;17;0.97525;25.19;2.252;0
97;8;8;18;0.984;22.29;2.252;0
97;8;8;19;0.9885;19.48;2.252;0.003174603
97;8;8;20;0.8505;17.54;2.252;0.006349206
97;8;8;21;0.724;16.88;2.252;0
97;8;8;22;0.65375;17.32;2.252;0.006349206
97;8;8;23;0.66725;16.75;4.397;0.003174603
97;8;9;0;0.716;14.54;4.397;0.003174603
97;8;9;1;0.73;16.33;4.397;0.003174603
97;8;9;2;0.728;16.17;4.397;0
97;8;9;3;0.718;16.09;3.099;0
97;8;9;4;0.71;16.12;3.099;0.015873016
97;8;9;5;0.702;16.22;3.099;0.022222222
97;8;9;6;0.694;16.2;3.099;0.028571429
97;8;9;7;0.6865;16.28;3.099;0.015873016
97;8;9;8;0.683;16.59;3.099;0.003174603
97;8;9;9;0.677;16.96;3.099;0.003174603
97;8;9;10;0.675;17.81;4.397;0.003174603
97;8;9;11;0.669;18.64;4.397;0.003174603
97;8;9;12;0.667;21.3;4.397;0.003174603
97;8;9;13;0.66175;24.47;4.397;0.003174603
97;8;9;14;0.66;25.3;4.397;0
97;8;9;15;0.654;25.81;4.397;0
97;8;9;16;0.65;25.77;4.397;0
97;8;9;17;0.644;24.67;4.397;0
97;8;9;18;0.63875;22.82;4.397;0
97;8;9;19;0.631;20.49;4.397;0
97;8;9;20;0.618;16.47;4.397;0
97;8;9;21;0.61225;14.88;4.397;0
97;8;9;22;0.603;13.67;4.397;0
97;8;9;23;0.59725;12.92;3.099;0
97;8;10;0;0.59;18.96;4.42;0.006349206
97;8;10;1;0.584;14.51;4.42;0.012698413
97;8;10;2;0.577;13.62;4.42;0.00952381
97;8;10;3;0.56825;12.6;4.721;0
97;8;10;4;0.563;12.38;4.721;0.00952381
97;8;10;5;0.555;11.56;4.721;0.015873016
97;8;10;6;0.5515;13.56;4.721;0.00952381
97;8;10;7;0.548;16.46;4.721;0.003174603
97;8;10;8;0.54275;21.83;4.721;0.003174603
97;8;10;9;0.541;24.02;4.721;0.003174603
97;8;10;10;0.541;25.84;4.42;0
97;8;10;11;0.534;26.69;4.42;0
97;8;10;12;0.5305;27.64;4.42;0
97;8;10;13;0.527;27.98;4.42;0.003174603
97;8;10;14;0.52175;28.61;4.42;0
97;8;10;15;0.51475;28.42;4.42;0
97;8;10;16;0.513;27.51;4.42;0
97;8;10;17;0.51125;26.66;4.42;0.003174603
97;8;10;18;0.506;24.88;4.42;0
97;8;10;19;0.499;23.62;4.42;0.003174603
97;8;10;20;0.49025;23.15;4.42;0
97;8;10;21;0.46775;20.74;4.42;0.003174603
97;8;10;22;0.434;21.21;4.42;0
97;8;10;23;0.4195;20.8;4.721;0.003174603
97;8;11;0;0.41275;13.29;4.721;0
97;8;11;1;0.411;19.6;4.721;0
97;8;11;2;0.4145;19.28;4.721;0.006349206
97;8;11;3;0.4195;19.21;1.696;0
97;8;11;4;0.424;18.89;1.696;0
97;8;11;5;0.431;18.48;1.696;0
97;8;11;6;0.431;18.72;1.696;0.006349206
97;8;11;7;0.431;19.11;1.696;0
97;8;11;8;0.431;20.79;1.696;0.006349206
97;8;11;9;0.431;23.76;1.696;0.022222222
97;8;11;10;0.431;23;4.721;0.025396825
97;8;11;11;0.4405;23.64;4.721;0.019047619
97;8;11;12;0.437;24.69;4.721;0.034920635
97;8;11;13;0.437;23.45;4.721;0.038095238
97;8;11;14;0.437;21.86;4.721;0.184126984
97;8;11;15;0.437;21.21;4.721;0.034920635
97;8;11;16;0.437;21.1;4.721;0.019047619
97;8;11;17;0.437;21.2;4.721;0
97;8;11;18;0.4405;21.44;4.721;0
97;8;11;19;0.444;20.56;4.721;0
97;8;11;20;0.437;17.93;4.721;0
97;8;11;21;0.437;15.6;4.721;0
97;8;11;22;0.437;14.33;4.721;0.003174603
97;8;11;23;0.44225;13.91;1.696;0.003174603
97;8;12;0;0.51125;15.28;1.696;0.003174603
97;8;12;1;0.5375;13.02;1.696;0.003174603
97;8;12;2;0.5095;12.53;1.696;0.003174603
97;8;12;3;0.4745;13;1.341;0.012698413
97;8;12;4;0.44925;14.42;1.341;0.025396825
97;8;12;5;0.437;14.68;1.341;0.00952381
97;8;12;6;0.431;15.05;1.341;0.006349206
97;8;12;7;0.431;16.3;1.341;0.015873016
97;8;12;8;0.424;18.46;1.341;0.038095238
97;8;12;9;0.424;22.8;1.341;0.00952381
97;8;12;10;0.424;23.92;1.696;0.019047619
97;8;12;11;0.4225;25.32;1.696;0.038095238
97;8;12;12;0.418;25.35;1.696;0.006349206
97;8;12;13;0.418;25.97;1.696;0
97;8;12;14;0.4195;26.1;1.696;0
97;8;12;15;0.424;27.13;1.696;0
97;8;12;16;0.41775;26.59;1.696;0
97;8;12;17;0.4065;25.73;1.696;0
97;8;12;18;0.405;25.53;1.696;0
97;8;12;19;0.405;21.93;1.696;0
97;8;12;20;0.405;18.39;1.696;0.066666667
97;8;12;21;0.405;17.86;1.696;0
97;8;12;22;0.40325;16.93;1.696;0
97;8;12;23;0.398;15.92;4.04;0
97;8;13;0;0.395;11.77;1.341;0
97;8;13;1;0.392;14.9;1.341;0
97;8;13;2;0.392;15.48;1.341;0.022222222
97;8;13;3;0.389;15.78;3.013;0.2
97;8;13;4;0.386;15.73;3.013;0.041269841
97;8;13;5;0.386;16.18;3.013;0.00952381
97;8;13;6;0.386;16.83;3.013;0.015873016
97;8;13;7;0.386;18.01;3.013;0
97;8;13;8;0.386;18.42;3.013;0.025396825
97;8;13;9;0.38425;18.21;3.013;0.038095238
97;8;13;10;0.373;18.84;1.341;0.012698413
97;8;13;11;0.373;20.66;1.341;0.00952381
97;8;13;12;0.373;22.37;1.341;0.019047619
97;8;13;13;0.373;24.26;1.341;0.015873016
97;8;13;14;0.373;24.14;1.341;0.003174603
97;8;13;15;0.373;24.2;1.341;0
97;8;13;16;0.373;22.89;1.341;0
97;8;13;17;0.3715;21.9;1.341;0
97;8;13;18;0.367;20.12;1.341;0
97;8;13;19;0.36175;17.73;1.341;0.003174603
97;8;13;20;0.36;15.72;1.341;0
97;8;13;21;0.3555;14.95;1.341;0
97;8;13;22;0.354;14.5;1.341;0
97;8;13;23;0.354;13.07;3.013;0
97;8;14;0;0.354;11.76;3.013;0
97;8;14;1;0.354;11.78;3.013;0.003174603
97;8;14;2;0.354;12.94;3.013;0.006349206
97;8;14;3;0.3495;13.76;3.179;0.003174603
97;8;14;4;0.348;13.26;3.179;0.003174603
97;8;14;5;0.348;12.75;3.179;0.015873016
97;8;14;6;0.348;13.4;3.179;0.006349206
97;8;14;7;0.3465;14.24;3.179;0.003174603
97;8;14;8;0.342;15.88;3.179;0.015873016
97;8;14;9;0.342;17.4;3.179;0.019047619
97;8;14;10;0.342;20.8;3.013;0.031746032
97;8;14;11;0.342;21.5;3.013;0.012698413
97;8;14;12;0.342;23.25;3.013;0.019047619
97;8;14;13;0.342;24.66;3.013;0.015873016
97;8;14;14;0.342;25.26;3.013;0
97;8;14;15;0.342;25.95;3.013;0
97;8;14;16;0.342;23.58;3.013;0
97;8;14;17;0.3435;21.87;3.013;0
97;8;14;18;0.348;21.2;3.013;0
97;8;14;19;0.348;18.56;3.013;0
97;8;14;20;0.3465;15.98;3.013;0
97;8;14;21;0.342;14.14;3.013;0
97;8;14;22;0.342;12.88;3.013;0
97;8;14;23;0.342;12.63;3.179;0
97;8;15;0;0.342;12.91;3.179;0
97;8;15;1;0.3375;11.79;3.179;0
97;8;15;2;0.318;11.66;3.179;0
97;8;15;3;0.2975;11.79;3.179;0
97;8;15;4;0.2815;11.79;3.179;0.006349206
97;8;15;5;0.2745;11.75;3.179;0.00952381
97;8;15;6;0.2705;12.84;3.179;0.012698413
97;8;15;7;0.266;14.48;3.179;0.003174603
97;8;15;8;0.26475;16.16;3.179;0
97;8;15;9;0.261;21.04;3.179;0
97;8;15;10;0.26475;23.54;3.179;0
97;8;15;11;0.2705;24.67;3.179;0
97;8;15;12;0.277;24.84;3.179;0
97;8;15;13;0.283;25.03;3.179;0
97;8;15;14;0.2875;25.5;3.179;0
97;8;15;15;0.292;26.91;3.179;0
97;8;15;16;0.29625;25.14;3.179;0
97;8;15;17;0.3;26.11;3.179;0.003174603
97;8;15;18;0.3;22.99;3.179;0
97;8;15;19;0.3;20.04;3.179;0.006349206
97;8;15;20;0.3;16.17;3.179;0
97;8;15;21;0.3;14.69;3.179;0
97;8;15;22;0.3;13.71;3.179;0
97;8;15;23;0.3;13.02;3.955;0
97;8;16;0;0.3;16.23;3.955;0.003174603
97;8;16;1;0.3;11.33;3.955;0.003174603
97;8;16;2;0.3;11.33;3.955;0
97;8;16;3;0.3;11.24;3.955;0.006349206
97;8;16;4;0.3;11.25;3.955;0
97;8;16;5;0.3;12.99;3.955;0.015873016
97;8;16;6;0.3;13.5;3.955;0.006349206
97;8;16;7;0.3;14.51;3.955;0.003174603
97;8;16;8;0.3;15.65;3.955;0
97;8;16;9;0.3;19.19;3.955;0
97;8;16;10;0.3;23.19;3.955;0
97;8;16;11;0.3;25.02;3.955;0
97;8;16;12;0.3;26.28;3.955;0
97;8;16;13;0.3;26.92;3.955;0
97;8;16;14;0.3;27.76;3.955;0
97;8;16;15;0.3;27.12;3.955;0
97;8;16;16;0.3;26.7;3.955;0.003174603
97;8;16;17;0.3;24.95;3.955;0.003174603
97;8;16;18;0.3;23.67;3.955;0
97;8;16;19;0.3;21.78;3.955;0
97;8;16;20;0.3;19.69;3.955;0
97;8;16;21;0.3;17.71;3.955;0
97;8;16;22;0.3;16.99;3.955;0
97;8;16;23;0.3;16.29;3.955;0
97;8;17;0;0.29625;14.94;3.955;0
97;8;17;1;0.295;15.31;3.955;0
97;8;17;2;0.295;14.99;3.955;0
97;8;17;3;0.295;15.37;3.024;0.006349206
97;8;17;4;0.295;15.21;3.024;0
97;8;17;5;0.295;14.91;3.024;0
97;8;17;6;0.295;16.16;3.024;0.003174603
97;8;17;7;0.295;19.3;3.024;0.003174603
97;8;17;8;0.295;19.6;3.024;0.003174603
97;8;17;9;0.295;21.42;3.024;0
97;8;17;10;0.295;23.3;3.955;0
97;8;17;11;0.295;25.87;3.955;0
97;8;17;12;0.292;25.35;3.955;0
97;8;17;13;0.289;25.55;3.955;0.003174603
97;8;17;14;0.289;25.43;3.955;0
97;8;17;15;0.289;25.25;3.955;0
97;8;17;16;0.2875;26.94;3.955;0
97;8;17;17;0.283;24.8;3.955;0
97;8;17;18;0.283;22.14;3.955;0.003174603
97;8;17;19;0.2845;19.54;3.955;0
97;8;17;20;0.289;17.24;3.955;0
97;8;17;21;0.289;15.94;3.955;0.003174603
97;8;17;22;0.289;14.92;3.955;0
97;8;17;23;0.289;14.55;3.024;0
97;8;18;0;0.289;14.37;3.024;0.003174603
97;8;18;1;0.2845;14.99;3.024;0
97;8;18;2;0.283;15.03;3.024;0.006349206
97;8;18;3;0.283;14.7;3.453;0
97;8;18;4;0.283;13.96;3.453;0.003174603
97;8;18;5;0.283;13.42;3.453;0.006349206
97;8;18;6;0.283;14.59;3.453;0.006349206
97;8;18;7;0.283;16.63;3.453;0
97;8;18;8;0.283;18.66;3.453;0
97;8;18;9;0.283;20.37;3.453;0
97;8;18;10;0.283;21.63;3.024;0.053968254
97;8;18;11;0.283;23.41;3.024;0
97;8;18;12;0.283;25.94;3.024;0
97;8;18;13;0.283;24.7;3.024;0.019047619
97;8;18;14;0.283;27.98;3.024;0
97;8;18;15;0.286;27.25;3.024;0
97;8;18;16;0.289;26.77;3.024;0
97;8;18;17;0.289;25.8;3.024;0
97;8;18;18;0.289;24.36;3.024;0
97;8;18;19;0.2845;21.59;3.024;0
97;8;18;20;0.283;18.26;3.024;0
97;8;18;21;0.283;16.59;3.024;0
97;8;18;22;0.283;15.47;3.024;0
97;8;18;23;0.283;15.04;3.453;0
97;8;19;0;0.283;17.8;3.453;0
97;8;19;1;0.283;13.53;3.453;0
97;8;19;2;0.283;13.92;3.453;0.003174603
97;8;19;3;0.283;14.41;3.482;0
97;8;19;4;0.283;14.62;3.482;0.003174603
97;8;19;5;0.283;14.59;3.482;0.00952381
97;8;19;6;0.283;16.2;3.482;0
97;8;19;7;0.283;18.65;3.482;0
97;8;19;8;0.283;20.82;3.482;0
97;8;19;9;0.283;22.96;3.482;0
97;8;19;10;0.283;24.31;3.453;0
97;8;19;11;0.283;25.97;3.453;0
97;8;19;12;0.283;27.73;3.453;0
97;8;19;13;0.277;27.63;3.453;0
97;8;19;14;0.277;28.65;3.453;0
97;8;19;15;0.27325;27.3;3.453;0
97;8;19;16;0.27575;26.71;3.453;0
97;8;19;17;0.283;25.99;3.453;0
97;8;19;18;0.283;24.41;3.453;0.012698413
97;8;19;19;0.2785;21.56;3.453;0.038095238
97;8;19;20;0.27325;19.64;3.453;0.003174603
97;8;19;21;0.272;17.39;3.453;0
97;8;19;22;0.272;16.94;3.453;0
97;8;19;23;0.272;17.8;3.482;0
97;8;20;0;0.272;16.11;3.482;0
97;8;20;1;0.272;17.3;3.482;0
97;8;20;2;0.272;17.93;3.482;0.003174603
97;8;20;3;0.272;17.41;12.57;0
97;8;20;4;0.272;17.19;12.57;0.003174603
97;8;20;5;0.272;17.35;12.57;0.003174603
97;8;20;6;0.272;18.09;12.57;0
97;8;20;7;0.272;18.96;12.57;0.003174603
97;8;20;8;0.272;20.37;12.57;0.00952381
97;8;20;9;0.272;21.5;12.57;0
97;8;20;10;0.272;23.45;3.482;0
97;8;20;11;0.272;23.83;3.482;0
97;8;20;12;0.272;26.2;3.482;0
97;8;20;13;0.272;27.18;3.482;0
97;8;20;14;0.266;27.52;3.482;0
97;8;20;15;0.266;26.7;3.482;0
97;8;20;16;0.266;26.83;3.482;0
97;8;20;17;0.266;25.82;3.482;0.003174603
97;8;20;18;0.266;23.83;3.482;0
97;8;20;19;0.266;21.21;3.482;0
97;8;20;20;0.266;19.21;3.482;0.003174603
97;8;20;21;0.266;18.15;3.482;0
97;8;20;22;0.266;17.31;3.482;0
97;8;20;23;0.266;17.24;12.57;0
97;8;21;0;0.266;18.87;12.57;0
97;8;21;1;0.266;17.4;12.57;0
97;8;21;2;0.266;17.61;12.57;0
97;8;21;3;0.266;17.53;1.641;0
97;8;21;4;0.266;17.52;1.641;0
97;8;21;5;0.266;17.53;1.641;0
97;8;21;6;0.266;18.06;1.641;0
97;8;21;7;0.266;18.95;1.641;0.003174603
97;8;21;8;0.266;20.47;1.641;0
97;8;21;9;0.266;22.62;1.641;0
97;8;21;10;0.2635;20.71;12.57;0
97;8;21;11;0.26225;21.47;12.57;0
97;8;21;12;0.261;22.79;12.57;0
97;8;21;13;0.261;23.03;12.57;0.050793651
97;8;21;14;0.261;21.57;12.57;0.215873016
97;8;21;15;0.261;20.4;12.57;0.892063492
97;8;21;16;0.266;19.32;12.57;0.571428571
97;8;21;17;0.266;19.02;12.57;0.073015873
97;8;21;18;0.269;19.23;12.57;0.012698413
97;8;21;19;0.272;18.64;12.57;0.015873016
97;8;21;20;0.272;18.56;12.57;0.006349206
97;8;21;21;0.272;18.57;12.57;0.012698413
97;8;21;22;0.277;18.87;12.57;0.022222222
97;8;21;23;0.277;18.95;1.641;0.40952381
97;8;22;0;0.27575;19.26;1.641;0.104761905
97;8;22;1;0.272;18.93;1.641;0.012698413
97;8;22;2;0.272;19.1;1.641;0.028571429
97;8;22;3;0.272;18.64;2.96;0.095238095
97;8;22;4;0.2745;18.35;2.96;0.098412698
97;8;22;5;0.277;18.31;2.96;0.098412698
97;8;22;6;0.277;18.63;2.96;0.092063492
97;8;22;7;0.277;19.29;2.96;0.003174603
97;8;22;8;0.277;19.46;2.96;0
97;8;22;9;0.2815;20.66;2.96;0
97;8;22;10;0.283;21.71;1.641;0
97;8;22;11;0.283;23.29;1.641;0
97;8;22;12;0.283;22.62;1.641;0
